TravelCode,UserID,Departure,Arrival,Hotel,Rating,BedroomType,PricePerNight,Adults,Children,TotalBedrooms,TotalPricePerNight,Amenities,StayingDays,TotalCost,CheckOut,CheckIn
124270,1227,Patna,Ranchi,Hotel AVN Plaza,3,Deluxe,5265,4,0,2,10530,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",2,21060,25-06-2022,23-06-2022
124275,1227,Shillong,Tirupati,Hotel Bhimas Paradise,3,Suite,7329,3,2,3,21987,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,65961,31-07-2022,28-07-2022
124278,1228,Puri,Ranchi,Radisson Blu Hotel Ranchi,5,Deluxe,11392,4,0,2,22784,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",3,68352,06-10-2019,03-10-2019
124282,1228,Udaipur,Mysuru,Hotel MB International,3,Executive,4731,3,2,3,14193,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",7,99351,07-11-2019,31-10-2019
124284,1228,Amritsar,Mopa,Hotel Blue Lagoon,1,Executive,2036,2,1,2,4072,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",2,8144,16-11-2019,14-11-2019
124286,1228,Kota,Navi Mumbai,Hotel Yogi Executive,3,Suite,6162,3,3,3,18486,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,129402,06-12-2019,29-11-2019
124287,1228,Bilaspur,Hyderabad,Radisson Blu Plaza Hotel Hyderabad Banjara Hills,5,Executive,13095,4,2,3,39285,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",4,157140,09-12-2019,05-12-2019
124288,1228,Diu,Bengaluru,Hotel Airport City,3,Suite,6530,1,1,1,6530,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",7,45710,20-12-2019,13-12-2019
124291,1228,Imphal,Kota,Hotel 5 Flowers Ananta Elite,3,Deluxe,3698,3,2,3,11094,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",2,22188,04-01-2020,02-01-2020
124296,1228,Dhubri,Itanagar,Hotel SC Continental,3,Executive,5920,4,2,3,17760,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",2,35520,08-02-2020,06-02-2020
124308,1228,Hisar,Jamshedpur,The Sonnet Jamshedpur,4,Executive,7614,3,3,3,22842,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",1,22842,01-05-2020,30-04-2020
124310,1228,Shimla,Ahmedabad,Fortune Landmark,4,Deluxe,5661,2,1,2,11322,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,22644,17-05-2020,15-05-2020
124311,1228,Puri,Diu,Radhika Beach Resort,4,Executive,7246,3,2,3,21738,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",7,152166,28-05-2020,21-05-2020
124318,1228,Chennai,Raigarh,Hotel Relax,1,Suite,2974,2,0,1,2974,"['Wi-Fi', 'Parking', 'Breakfast']",3,8922,12-07-2020,09-07-2020
124326,1228,Raigarh,Chandigarh,Hotel Icon,3,Deluxe,4920,2,3,2,9840,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,68880,10-09-2020,03-09-2020
124331,1228,Itanagar,Puri,Toshali Sands Resort,4,Executive,6895,1,2,1,6895,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",7,48265,15-10-2020,08-10-2020
124333,1228,Kolkata,Prayagraj,Hotel Yatrik,3,Suite,7474,4,3,4,29896,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",4,119584,26-10-2020,22-10-2020
124339,1228,Khowai,Kolkata,Hotel Eastern Plaza,3,Suite,5500,3,3,3,16500,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,115500,10-12-2020,03-12-2020
124345,1228,Dabolim,Tirupati,Pai Viceroy Hotel,3,Suite,6242,3,3,3,18726,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",3,56178,17-01-2021,14-01-2021
124348,1228,Kullu-Manali,Varanasi,Hotel Costa Riviera,4,Deluxe,6637,2,1,2,13274,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",3,39822,07-02-2021,04-02-2021
124351,1228,Mumbai,Jamshedpur,Hotel Ganga Regency,3,Suite,5984,3,0,2,11968,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,59840,02-03-2021,25-02-2021
124353,1228,Thiruvananthapuram,Vadodara,Lemon Tree Hotel Vadodara,4,Deluxe,6687,1,2,1,6687,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",5,33435,16-04-2021,11-04-2021
124354,1228,Thiruvananthapuram,Puducherry,Hotel Annamalai International,3,Suite,7326,4,2,3,21978,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,43956,20-03-2021,18-03-2021
124355,1228,Ahmedabad,Chandigarh,Holiday Inn Chandigarh Panchkula,4,Executive,7137,4,3,4,28548,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",6,171288,31-03-2021,25-03-2021
124357,1228,Kullu-Manali,Jaipur,Indie Stays Jaipur,3,Suite,6858,3,3,3,20574,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,41148,10-04-2021,08-04-2021
124361,1228,Mumbai,Khowai,Hotel Tripureshwari,3,Executive,4056,2,0,1,4056,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",1,4056,07-05-2021,06-05-2021
124362,1228,Ahmedabad,Dabolim,Hotel Supreme,3,Suite,7362,3,0,2,14724,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,103068,20-05-2021,13-05-2021
124364,1228,Shillong,Gangtok,"Lemon Tree Hotel, Gangtok",3,Suite,6436,1,1,1,6436,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",4,25744,31-05-2021,27-05-2021
124371,1228,Vijayawada,Dabolim,Hotel Avisha Residency,1,Suite,2642,4,2,3,7926,"['Wi-Fi', 'Parking', 'Breakfast']",6,47556,21-07-2021,15-07-2021
124376,1228,Ahmedabad,Pune,The O Hotel Pune,5,Suite,15992,2,1,2,31984,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",5,159920,24-08-2021,19-08-2021
124379,1228,Ayodhya,Srinagar,Hotel Samar,3,Suite,7374,3,1,2,14748,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,88488,15-09-2021,09-09-2021
124383,1228,Shimla,Surat,Surat Marriott Hotel,5,Deluxe,10406,2,0,1,10406,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",2,20812,09-10-2021,07-10-2021
124387,1228,Kota,Hyderabad,Marriott Hotel & Convention Centre,5,Deluxe,10436,4,3,4,41744,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",6,250464,10-11-2021,04-11-2021
124388,1228,Patna,Shimla,Hotel Willow Banks,3,Suite,5576,3,1,2,11152,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",6,66912,17-11-2021,11-11-2021
124390,1228,Chennai,Surat,Best Western Yuvraj,3,Executive,4900,3,0,2,9800,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",4,39200,29-11-2021,25-11-2021
124391,1228,Ludhiana,Jamshedpur,Ginger Hotel Jamshedpur,3,Deluxe,4824,1,1,1,4824,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",4,19296,06-12-2021,02-12-2021
124399,1228,Tirupati,Srinagar,Hotel Valley Orchid,3,Deluxe,4657,1,0,1,4657,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",7,32599,03-02-2022,27-01-2022
124401,1228,Guwahati,Raipur,Hotel Babylon International,4,Suite,8019,1,0,1,8019,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",5,40095,15-02-2022,10-02-2022
124404,1228,Shimla,Chandigarh,Hotel Rajshree,3,Deluxe,4170,4,2,3,12510,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",3,37530,06-03-2022,03-03-2022
124407,1228,Prayagraj,Khowai,Hotel City Centre,3,Executive,5853,3,2,3,17559,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",7,122913,31-03-2022,24-03-2022
124415,1228,Kolkata,Chandigarh,Hometel Chandigarh,3,Deluxe,3502,2,3,2,7004,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,35020,24-05-2022,19-05-2022
124416,1228,Ahmedabad,Raigarh,Hotel Shree Sai,1,Deluxe,2083,4,1,3,6249,"['Wi-Fi', 'Parking', 'Housekeeping']",3,18747,29-05-2022,26-05-2022
124420,1228,Mopa,Udaipur,Raghu Mahal Hotel,3,Suite,5366,1,2,1,5366,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,10732,25-06-2022,23-06-2022
124424,1228,Gangtok,Puducherry,Anandha Inn Convention Centre and Suites,3,Executive,6287,4,0,2,12574,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",3,37722,24-07-2022,21-07-2022
124431,1228,Diu,Delhi NCR,Novotel New Delhi Aerocity,5,Suite,14696,3,1,2,29392,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",4,117568,12-09-2022,08-09-2022
124434,1228,Pune,Patna,"Lemon Tree Premier, Patna",4,Deluxe,6202,3,0,2,12404,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,62020,05-10-2022,30-09-2022
124439,1228,Jaipur,Patna,Hotel President,3,Executive,5720,4,0,2,11440,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,68640,09-11-2022,03-11-2022
124447,1228,Mopa,Udaipur,"Hotel Meenakshi, Udaipur",3,Executive,5504,1,2,1,5504,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",1,5504,30-12-2022,29-12-2022
124448,1228,Mumbai,Amritsar,Holiday Inn Amritsar Ranjit Avenue,4,Deluxe,6229,1,0,1,6229,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",3,18687,08-01-2023,05-01-2023
124450,1228,Guwahati,Puri,Hotel Pushpa (Berries Group of Hotels),2,Executive,2755,4,1,3,8265,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,49590,25-01-2023,19-01-2023
124454,1229,Dehradun,Shillong,Hotel Polo Towers Shillong,4,Suite,8966,2,2,2,17932,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",2,35864,28-09-2019,26-09-2019
124458,1229,Raigarh,Varanasi,Hotel Hindusthan International Varanasi,4,Executive,8000,2,1,2,16000,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,32000,26-10-2019,24-10-2019
124459,1229,Nashik,Patna,Hotel President,3,Deluxe,4840,2,0,1,4840,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",2,9680,02-11-2019,31-10-2019
124463,1229,Mysuru,Khowai,Hotel Radha International,3,Executive,4752,3,2,3,14256,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",4,57024,03-12-2019,29-11-2019
124467,1229,Gangtok,Surat,Hotel Orange International,3,Deluxe,3898,4,1,3,11694,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",4,46776,30-12-2019,26-12-2019
124473,1229,Imphal,Kota,Hotel Park Horizon,3,Deluxe,4564,4,3,4,18256,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,73024,10-02-2020,06-02-2020
124477,1229,Delhi NCR,Prayagraj,Hotel Mandiram,3,Deluxe,4137,3,2,3,12411,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",6,74466,11-03-2020,05-03-2020
124480,1229,Shimla,Bengaluru,Regenta Inn by Royal Orchid Hotels,3,Suite,6206,4,2,3,18618,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",1,18618,27-03-2020,26-03-2020
124486,1229,Chennai,Srinagar,"Radisson Collection Hotel & Spa, Riverfront Srinagar",5,Executive,12094,1,2,1,12094,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",1,12094,08-05-2020,07-05-2020
124490,1229,Hyderabad,Dhubri,The Brahmaputra Hotel,3,Deluxe,3347,3,1,2,6694,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",1,6694,05-06-2020,04-06-2020
124491,1229,Coimbatore,Srinagar,The LaLit Grand Palace Srinagar,5,Deluxe,11153,3,2,3,33459,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad', 'Private Butler']",4,133836,15-06-2020,11-06-2020
124494,1229,Mysuru,Itanagar,Hotel Yumi Ragi,3,Deluxe,4214,4,2,3,12642,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",3,37926,05-07-2020,02-07-2020
124496,1230,Jamshedpur,Coimbatore,"Zone Connect Hotel, Coimbatore",4,Executive,6665,2,1,2,13330,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,39990,06-10-2019,03-10-2019
124504,1230,Amritsar,Mysuru,Royal Orchid Metropole,4,Deluxe,6835,4,2,3,20505,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",2,41010,30-11-2019,28-11-2019
124510,1230,Bilaspur,Delhi NCR,Holiday Inn New Delhi International Airport,4,Deluxe,7272,3,3,3,21816,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",6,130896,15-01-2020,09-01-2020
124511,1230,Hyderabad,Kota,Hotel Surya Royal,3,Deluxe,3756,4,3,4,15024,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",1,15024,17-01-2020,16-01-2020
124513,1230,Prayagraj,Gangtok,"Lemon Tree Hotel, Gangtok",3,Suite,6436,4,3,4,25744,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,25744,31-01-2020,30-01-2020
124517,1230,Jaipur,Dhubri,Atithi Regency,1,Deluxe,1184,1,0,1,1184,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",3,3552,01-03-2020,27-02-2020
124518,1230,Pune,Mysuru,Royal Orchid Metropole,4,Deluxe,6835,3,3,3,20505,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",6,123030,11-03-2020,05-03-2020
124533,1230,Udaipur,Bhubaneswar,Hotel Pal Heights,4,Suite,8374,3,0,2,16748,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",1,16748,19-06-2020,18-06-2020
124539,1230,Jamshedpur,Puducherry,Hotel Bon Sejour,3,Deluxe,5300,4,3,4,21200,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",7,148400,06-08-2020,30-07-2020
124541,1230,Guwahati,Chennai,The Leela Palace Chennai,5,Deluxe,10881,3,3,3,32643,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad', 'Private Butler']",5,163215,18-08-2020,13-08-2020
124542,1230,Mumbai,Mysuru,Radisson Blu Plaza Hotel Mysore,5,Deluxe,9079,1,0,1,9079,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",4,36316,24-08-2020,20-08-2020
124550,1230,Bhopal,Mumbai,ITC Grand Central,5,Suite,13707,4,1,3,41121,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",5,205605,20-10-2020,15-10-2020
124555,1230,Guwahati,Ayodhya,Hotel Saket Residency,3,Deluxe,4745,4,0,2,9490,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",6,56940,25-11-2020,19-11-2020
124559,1230,Amritsar,Itanagar,Hotel Su Pinsa,3,Executive,4146,3,2,3,12438,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",6,74628,24-12-2020,18-12-2020
124560,1230,Vijayawada,Tirupati,Pai Viceroy Hotel,3,Suite,6242,3,3,3,18726,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",6,112356,30-12-2020,24-12-2020
124562,1230,Chennai,Vijayawada,K N Gupta Residency,2,Deluxe,2528,4,0,2,5056,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",7,35392,14-01-2021,07-01-2021
124563,1230,Patna,Hyderabad,"ITC Kohenur, a Luxury Collection Hotel",5,Suite,15837,4,1,3,47511,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",7,332577,22-01-2021,15-01-2021
124565,1230,Srinagar,Pune,Sheraton Grand Pune Bund Garden Hotel,5,Deluxe,8880,3,1,2,17760,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",1,17760,29-01-2021,28-01-2021
124567,1230,Mysuru,Bilaspur,Hotel Jeet Continental,3,Suite,5468,3,3,3,16404,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",5,82020,16-02-2021,11-02-2021
124570,1230,Amritsar,Hisar,Hotel Deep,2,Deluxe,2684,3,0,2,5368,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",4,21472,08-03-2021,04-03-2021
124571,1230,Mysuru,Itanagar,Hotel High East,3,Suite,6426,2,2,2,12852,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",6,77112,17-03-2021,11-03-2021
124573,1230,Puducherry,Surat,Surat Marriott Hotel,5,Executive,12298,4,3,4,49192,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",1,49192,26-03-2021,25-03-2021
124575,1230,Vadodara,Bilaspur,Hotel Vinayak Palace,2,Deluxe,2258,2,2,2,4516,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",4,18064,12-04-2021,08-04-2021
124576,1230,Mumbai,Varanasi,Taj Nadesar Palace,5,Executive,10496,2,3,2,20992,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad', 'Private Butler']",1,20992,16-04-2021,15-04-2021
124579,1230,Dabolim,Jaipur,Hotel Siddharsh Heritage,3,Deluxe,3814,4,3,4,15256,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",7,106792,13-05-2021,06-05-2021
124580,1230,Itanagar,Chandigarh,Holiday Inn Chandigarh Panchkula,4,Deluxe,6039,2,1,2,12078,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",6,72468,19-05-2021,13-05-2021
124581,1230,Navi Mumbai,Delhi NCR,Radisson Blu Plaza Delhi Airport,5,Suite,15288,1,2,1,15288,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",4,61152,24-05-2021,20-05-2021
124588,1230,Gangtok,Varanasi,Rivatas by Ideal,4,Deluxe,5971,1,0,1,5971,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",1,5971,09-07-2021,08-07-2021
124595,1230,Gangtok,Bengaluru,Goldfinch Retreat,4,Suite,9828,4,3,4,39312,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",6,235872,01-09-2021,26-08-2021
124596,1230,Puducherry,Surat,Ginger Surat,3,Suite,7432,3,3,3,22296,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",5,111480,07-09-2021,02-09-2021
124597,1230,Guwahati,Ludhiana,Radisson Blu Hotel MBD Ludhiana,5,Suite,12780,3,2,3,38340,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",1,38340,10-09-2021,09-09-2021
124598,1230,Puri,Surat,Hotel Central Excellency,3,Deluxe,4704,1,2,1,4704,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",5,23520,21-09-2021,16-09-2021
124605,1230,Nashik,Jamshedpur,Hotel Shadab Tower,3,Deluxe,5156,3,3,3,15468,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",6,92808,10-11-2021,04-11-2021
124608,1231,Guwahati,Amritsar,Fairfield by Marriott Amritsar,4,Deluxe,7444,1,1,1,7444,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",5,37220,08-10-2019,03-10-2019
124612,1231,Bhopal,Prayagraj,Hotel Polo Max Allahabad,3,Executive,3946,2,0,1,3946,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,27622,07-11-2019,31-10-2019
124617,1231,Ludhiana,Hyderabad,"ITC Kohenur, a Luxury Collection Hotel",5,Deluxe,11614,4,1,3,34842,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",2,69684,07-12-2019,05-12-2019
124619,1231,Bhopal,Ahmedabad,Novotel Ahmedabad,5,Deluxe,8975,1,2,1,8975,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler', 'Limousine Service']",6,53850,25-12-2019,19-12-2019
124625,1231,Gwalior,Dhubri,Hotel O Bismillah Hotel & Lodge,1,Deluxe,2181,4,1,3,6543,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",5,32715,04-02-2020,30-01-2020
124626,1231,Prayagraj,Kolkata,"Ethnotel, Kolkata Airport",3,Suite,6652,3,0,2,13304,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",6,79824,12-02-2020,06-02-2020
124630,1231,Prayagraj,Mumbai,Hotel Marine Plaza,4,Executive,7170,1,1,1,7170,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",6,43020,11-03-2020,05-03-2020
